0,15,2,
5
00000000000000000000,263
00000000000000000011,898
00000000000000000001,1034
00000000000000000100,412
00000000000000000110,474
PreSwap,Norm
12
00000000000000000101,1014
00000000000000000010,375
00000000000000000111,3214
00000000000000000000,254
00000000000000000011,1250
00000000000000000001,1325
00000000000000000100,221
00000000000000000110,539
Qiskit,Craig
20
00000000000000000101,1664
00000000000000000010,618
00000000000000000111,1665
00000000000000000000,557
00000000000000000011,1072
00000000000000000001,1167
00000000000000000100,770
00000000000000000110,679
Qiskit,Norm
10
00000000000000000101,797
00000000000000000010,356
00000000000000000111,3192
00000000000000000000,197
00000000000000000011,1606
00000000000000000001,1256
00000000000000000100,218
00000000000000000110,570
19,2,6,
9
PreSwap,Craig
29
00000000000000000101,869
00000000000000000010,832
00000000000000000111,3584
00000000000000000000,432
00000000000000000011,892
00000000000000000001,894
00000000000000000100,292
00000000000000000110,397
PreSwap,Norm
34
00000000000000000101,462
00000000000000000010,1224
00000000000000000111,3427
00000000000000000000,399
00000000000000000011,1068
00000000000000000001,620
00000000000000000100,229
00000000000000000110,763
Qiskit,Craig
38
00000000000000000101,1438
00000000000000000010,455
00000000000000000111,3159
00000000000000000000,312
00000000000000000011,761
00000000000000000001,644
00000000000000000100,513
00000000000000000110,910
Qiskit,Norm
54
00000000000000000101,561
00000000000000000010,1173
00000000000000000111,2397
00000000000000000000,577
00000000000000000011,1037
00000000000000000001,837
00000000000000000100,427
00000000000000000110,1183
5,7,3,
6
PreSwap,Craig
20
00000000000000000101,263
00000000000000000010,424
00000000000000000111,4927
00000000000000000000,126
00000000000000000011,426
00000000000000000001,143
00000000000000000100,283
00000000000000000110,1600
PreSwap,Norm
24
00000000000000000101,464
00000000000000000010,247
00000000000000000111,5067
00000000000000000000,60
00000000000000000011,1504
00000000000000000001,519
00000000000000000100,50
00000000000000000110,281
Qiskit,Craig
26
00000000000000000101,447
00000000000000000010,384
00000000000000000111,4743
00000000000000000000,140
00000000000000000011,456
00000000000000000001,146
00000000000000000100,402
00000000000000000110,1474
Qiskit,Norm
25
00000000000000000101,606
00000000000000000010,488
00000000000000000111,4571
00000000000000000000,144
00000000000000000011,1242
00000000000000000001,677
00000000000000000100,84
00000000000000000110,380
6,4,16,
8
PreSwap,Craig
26
00000000000000000101,349
00000000000000000010,735
00000000000000000111,4597
00000000000000000000,191
00000000000000000011,531
00000000000000000001,215
00000000000000000100,495
00000000000000000110,1079
PreSwap,Norm
36
00000000000000000101,486
00000000000000000010,555
00000000000000000111,3832
00000000000000000000,539
00000000000000000011,1063
00000000000000000001,899
00000000000000000100,245
00000000000000000110,573
Qiskit,Craig
50
00000000000000000101,822
00000000000000000010,961
00000000000000000111,2529
00000000000000000000,478
00000000000000000011,877
00000000000000000001,387
00000000000000000100,854
00000000000000000110,1284
Qiskit,Norm
42
00000000000000000101,1034
00000000000000000010,532
00000000000000000111,2716
00000000000000000000,308
00000000000000000011,1480
00000000000000000001,1431
00000000000000000100,231
00000000000000000110,460
13,7,15,
6
PreSwap,Craig
17
00000000000000000101,328
00000000000000000010,313
00000000000000000111,5425
00000000000000000000,247
00000000000000000011,925
00000000000000000001,378
00000000000000000100,228
00000000000000000110,348
PreSwap,Norm
21
00000000000000000101,520
00000000000000000010,288
00000000000000000111,5101
00000000000000000000,95
00000000000000000011,900
00000000000000000001,578
00000000000000000100,185
00000000000000000110,525
Qiskit,Craig
23
00000000000000000101,515
00000000000000000010,307
00000000000000000111,4870
00000000000000000000,197
00000000000000000011,463
00000000000000000001,179
00000000000000000100,830
00000000000000000110,831
Qiskit,Norm
22
00000000000000000101,1414
00000000000000000010,363
00000000000000000111,4329
00000000000000000000,194
00000000000000000011,678
00000000000000000001,825
00000000000000000100,129
00000000000000000110,260
7,3,19,
8
PreSwap,Craig
23
00000000000000000101,530
00000000000000000010,256
00000000000000000111,4713
00000000000000000000,199
00000000000000000011,1019
00000000000000000001,1001
00000000000000000100,151
00000000000000000110,323
PreSwap,Norm
30
00000000000000000101,627
00000000000000000010,416
00000000000000000111,3949
00000000000000000000,214
00000000000000000011,1196
00000000000000000001,1184
00000000000000000100,105
00000000000000000110,501
Qiskit,Craig
23
00000000000000000101,386
00000000000000000010,819
00000000000000000111,3394
00000000000000000000,540
00000000000000000011,862
00000000000000000001,541
00000000000000000100,622
00000000000000000110,1028
Qiskit,Norm
21
00000000000000000101,821
00000000000000000010,355
00000000000000000111,4465
00000000000000000000,136
00000000000000000011,874
00000000000000000001,876
00000000000000000100,124
00000000000000000110,541
13,11,16,
5
PreSwap,Craig
17
00000000000000000101,284
00000000000000000010,647
00000000000000000111,4653
00000000000000000000,185
00000000000000000011,1765
00000000000000000001,274
00000000000000000100,109
00000000000000000110,275
PreSwap,Norm
24
00000000000000000101,334
00000000000000000010,865
00000000000000000111,3997
00000000000000000000,278
00000000000000000011,713
00000000000000000001,358
00000000000000000100,168
00000000000000000110,1479
Qiskit,Craig
38
00000000000000000101,1080
00000000000000000010,800
00000000000000000111,1318
00000000000000000000,762
00000000000000000011,785
00000000000000000001,752
00000000000000000100,1152
00000000000000000110,1543
Qiskit,Norm
30
00000000000000000101,1247
00000000000000000010,435
00000000000000000111,3502
00000000000000000000,246
00000000000000000011,1113
00000000000000000001,992
00000000000000000100,232
00000000000000000110,425
9,15,2,
8
PreSwap,Craig
26
00000000000000000101,800
00000000000000000010,276
00000000000000000111,3756
00000000000000000000,380
00000000000000000011,741
00000000000000000001,1266
00000000000000000100,589
00000000000000000110,384
PreSwap,Norm
27
00000000000000000101,837
00000000000000000010,578
00000000000000000111,3638
00000000000000000000,291
00000000000000000011,971
00000000000000000001,1202
00000000000000000100,190
00000000000000000110,485
Qiskit,Craig
38
00000000000000000101,1147
00000000000000000010,388
00000000000000000111,2896
00000000000000000000,382
00000000000000000011,971
00000000000000000001,1184
00000000000000000100,706
00000000000000000110,518
Qiskit,Norm
39
00000000000000000101,398
00000000000000000010,731
00000000000000000111,3714
00000000000000000000,188
00000000000000000011,1665
00000000000000000001,875
00000000000000000100,140
00000000000000000110,481
12,10,2,
6
PreSwap,Craig
20
00000000000000000101,1661
00000000000000000010,277
00000000000000000111,3452
00000000000000000000,242
00000000000000000011,1039
00000000000000000001,905
00000000000000000100,301
00000000000000000110,315
PreSwap,Norm
24
00000000000000000101,1341
00000000000000000010,312
00000000000000000111,3951
00000000000000000000,156
00000000000000000011,1130
00000000000000000001,790
00000000000000000100,159
00000000000000000110,353
Qiskit,Craig
23
00000000000000000101,363
00000000000000000010,688
00000000000000000111,3692
00000000000000000000,266
00000000000000000011,1243
00000000000000000001,230
00000000000000000100,482
00000000000000000110,1228
Qiskit,Norm
33
00000000000000000101,425
00000000000000000010,611
00000000000000000111,4679
00000000000000000000,142
00000000000000000011,1142
00000000000000000001,726
00000000000000000100,84
00000000000000000110,383
12,3,14,
5
PreSwap,Craig
17
00000000000000000101,740
00000000000000000010,829
00000000000000000111,3312
00000000000000000000,362
00000000000000000011,750
00000000000000000001,721
00000000000000000100,702
00000000000000000110,776
PreSwap,Norm
18
00000000000000000101,668
00000000000000000010,989
00000000000000000111,3048
00000000000000000000,347
00000000000000000011,1132
00000000000000000001,747
00000000000000000100,292
00000000000000000110,969
Qiskit,Craig
20
00000000000000000101,1302
00000000000000000010,460
00000000000000000111,2951
00000000000000000000,293
00000000000000000011,508
00000000000000000001,543
00000000000000000100,750
00000000000000000110,1385
Qiskit,Norm
27
00000000000000000101,542
00000000000000000010,406
00000000000000000111,4079
00000000000000000000,191
00000000000000000011,1238
00000000000000000001,1068
00000000000000000100,112
00000000000000000110,556
13,10,7,
5
PreSwap,Craig
14
00000000000000000101,320
00000000000000000010,301
00000000000000000111,5579
00000000000000000000,261
00000000000000000011,581
00000000000000000001,572
00000000000000000100,213
00000000000000000110,365
PreSwap,Norm
21
00000000000000000101,395
00000000000000000010,515
00000000000000000111,5206
00000000000000000000,227
00000000000000000011,562
00000000000000000001,808
00000000000000000100,106
00000000000000000110,373
Qiskit,Craig
20
00000000000000000101,370
00000000000000000010,508
00000000000000000111,4982
00000000000000000000,434
00000000000000000011,737
00000000000000000001,574
00000000000000000100,190
00000000000000000110,397
Qiskit,Norm
30
00000000000000000101,759
00000000000000000010,601
00000000000000000111,3778
00000000000000000000,228
00000000000000000011,1111
00000000000000000001,944
00000000000000000100,153
00000000000000000110,618
19,10,6,
7
PreSwap,Craig
23
00000000000000000101,1143
00000000000000000010,1179
00000000000000000111,3597
00000000000000000000,577
00000000000000000011,576
00000000000000000001,485
00000000000000000100,242
00000000000000000110,393
PreSwap,Norm
30
00000000000000000101,934
00000000000000000010,1262
00000000000000000111,3151
00000000000000000000,580
00000000000000000011,720
00000000000000000001,607
00000000000000000100,303
00000000000000000110,635
Qiskit,Craig
29
00000000000000000101,802
00000000000000000010,361
00000000000000000111,3977
00000000000000000000,296
00000000000000000011,581
00000000000000000001,563
00000000000000000100,1080
00000000000000000110,532
Qiskit,Norm
33
00000000000000000101,551
00000000000000000010,608
00000000000000000111,3714
00000000000000000000,199
00000000000000000011,1393
00000000000000000001,1018
00000000000000000100,196
00000000000000000110,513
15,0,19,
7
PreSwap,Craig
23
00000000000000000101,268
00000000000000000010,948
00000000000000000111,3554
00000000000000000000,209
00000000000000000011,1345
00000000000000000001,278
00000000000000000100,202
00000000000000000110,1388
PreSwap,Norm
27
00000000000000000101,1459
00000000000000000010,294
00000000000000000111,3738
00000000000000000000,193
00000000000000000011,1041
00000000000000000001,937
00000000000000000100,181
00000000000000000110,349
Qiskit,Craig
38
00000000000000000101,907
00000000000000000010,661
00000000000000000111,2667
00000000000000000000,344
00000000000000000011,645
00000000000000000001,342
00000000000000000100,958
00000000000000000110,1668
Qiskit,Norm
57
00000000000000000101,637
00000000000000000010,1311
00000000000000000111,2065
00000000000000000000,760
00000000000000000011,1069
00000000000000000001,1103
00000000000000000100,407
00000000000000000110,840
5,11,2,
5
PreSwap,Craig
17
00000000000000000101,464
00000000000000000010,858
00000000000000000111,3472
00000000000000000000,284
00000000000000000011,1291
00000000000000000001,391
00000000000000000100,233
00000000000000000110,1199
PreSwap,Norm
19
00000000000000000101,1346
00000000000000000010,245
00000000000000000111,3593
00000000000000000000,177
00000000000000000011,1500
00000000000000000001,831
00000000000000000100,213
00000000000000000110,287
Qiskit,Craig
23
00000000000000000101,1333
00000000000000000010,650
00000000000000000111,2671
00000000000000000000,335
00000000000000000011,905
00000000000000000001,503
00000000000000000100,586
00000000000000000110,1209
Qiskit,Norm
27
00000000000000000101,524
00000000000000000010,693
00000000000000000111,3308
00000000000000000000,421
00000000000000000011,1878
00000000000000000001,902
00000000000000000100,120
00000000000000000110,346
10,12,17,
5
PreSwap,Craig
17
00000000000000000101,1326
00000000000000000010,330
00000000000000000111,4443
00000000000000000000,261
00000000000000000011,442
00000000000000000001,333
00000000000000000100,462
00000000000000000110,595
PreSwap,Norm
30
00000000000000000101,541
00000000000000000010,707
00000000000000000111,3489
00000000000000000000,468
00000000000000000011,823
00000000000000000001,635
00000000000000000100,359
00000000000000000110,1170
Qiskit,Craig
23
00000000000000000101,1279
00000000000000000010,401
00000000000000000111,3775
00000000000000000000,308
00000000000000000011,416
00000000000000000001,342
00000000000000000100,812
00000000000000000110,859
Qiskit,Norm
40
00000000000000000101,790
00000000000000000010,739
00000000000000000111,2431
00000000000000000000,530
00000000000000000011,1362
00000000000000000001,1225
00000000000000000100,307
00000000000000000110,808
9,17,19,
4
PreSwap,Craig
14
00000000000000000101,652
00000000000000000010,248
00000000000000000111,3629
00000000000000000000,287
00000000000000000011,1223
00000000000000000001,1317
00000000000000000100,430
00000000000000000110,406
PreSwap,Norm
13
00000000000000000101,1296
00000000000000000010,429
00000000000000000111,4022
00000000000000000000,184
00000000000000000011,910
00000000000000000001,850
00000000000000000100,131
00000000000000000110,370
Qiskit,Craig
17
00000000000000000101,1224
00000000000000000010,387
00000000000000000111,3803
00000000000000000000,268
00000000000000000011,678
00000000000000000001,519
00000000000000000100,592
00000000000000000110,721
Qiskit,Norm
15
00000000000000000101,771
00000000000000000010,453
00000000000000000111,4091
00000000000000000000,166
00000000000000000011,1159
00000000000000000001,879
00000000000000000100,139
00000000000000000110,534
1,15,11,
6
PreSwap,Craig
17
00000000000000000101,1351
00000000000000000010,222
00000000000000000111,4097
00000000000000000000,282
00000000000000000011,342
00000000000000000001,298
00000000000000000100,900
00000000000000000110,700
PreSwap,Norm
27
00000000000000000101,378
00000000000000000010,865
00000000000000000111,3761
00000000000000000000,333
00000000000000000011,718
00000000000000000001,661
00000000000000000100,255
00000000000000000110,1221
Qiskit,Craig
23
00000000000000000101,1903
00000000000000000010,228
00000000000000000111,3980
00000000000000000000,254
00000000000000000011,418
00000000000000000001,424
00000000000000000100,555
00000000000000000110,430
Qiskit,Norm
22
00000000000000000101,338
00000000000000000010,753
00000000000000000111,3869
00000000000000000000,217
00000000000000000011,1145
00000000000000000001,405
00000000000000000100,208
00000000000000000110,1257
7,6,16,
5
PreSwap,Craig
17
00000000000000000101,468
00000000000000000010,268
00000000000000000111,5153
00000000000000000000,183
00000000000000000011,974
00000000000000000001,543
00000000000000000100,189
00000000000000000110,414
PreSwap,Norm
21
00000000000000000101,612
00000000000000000010,220
00000000000000000111,5015
00000000000000000000,90
00000000000000000011,1022
00000000000000000001,671
00000000000000000100,96
00000000000000000110,466
Qiskit,Craig
38
00000000000000000101,598
00000000000000000010,727
00000000000000000111,2703
00000000000000000000,429
00000000000000000011,523
00000000000000000001,317
00000000000000000100,726
00000000000000000110,2169
Qiskit,Norm
27
00000000000000000101,438
00000000000000000010,646
00000000000000000111,3899
00000000000000000000,303
00000000000000000011,834
00000000000000000001,662
00000000000000000100,225
00000000000000000110,1185
13,8,18,
6
PreSwap,Craig
20
00000000000000000101,663
00000000000000000010,742
00000000000000000111,3179
00000000000000000000,507
00000000000000000011,601
00000000000000000001,542
00000000000000000100,565
00000000000000000110,1393
PreSwap,Norm
30
00000000000000000101,694
00000000000000000010,890
00000000000000000111,2791
00000000000000000000,657
00000000000000000011,940
00000000000000000001,1271
00000000000000000100,372
00000000000000000110,577
Qiskit,Craig
32
00000000000000000101,842
00000000000000000010,781
00000000000000000111,1074
00000000000000000000,553
00000000000000000011,667
00000000000000000001,494
00000000000000000100,1288
00000000000000000110,2493
Qiskit,Norm
18
00000000000000000101,679
00000000000000000010,957
00000000000000000111,3068
00000000000000000000,316
00000000000000000011,1241
00000000000000000001,731
00000000000000000100,289
00000000000000000110,911
1,19,8,
8
PreSwap,Craig
26
00000000000000000101,736
00000000000000000010,167
00000000000000000111,4715
00000000000000000000,198
00000000000000000011,577
00000000000000000001,604
00000000000000000100,767
00000000000000000110,428
PreSwap,Norm
25
00000000000000000101,540
00000000000000000010,839
00000000000000000111,4619
00000000000000000000,219
00000000000000000011,763
00000000000000000001,762
00000000000000000100,75
00000000000000000110,375
Qiskit,Craig
41
00000000000000000101,1264
00000000000000000010,233
00000000000000000111,3538
00000000000000000000,279
00000000000000000011,530
00000000000000000001,818
00000000000000000100,1026
00000000000000000110,504
Qiskit,Norm
30
00000000000000000101,450
00000000000000000010,1152
00000000000000000111,2742
00000000000000000000,304
00000000000000000011,1913
00000000000000000001,700
00000000000000000100,148
00000000000000000110,783
3,17,5,
8
PreSwap,Craig
26
00000000000000000101,628
00000000000000000010,205
00000000000000000111,3656
00000000000000000000,426
00000000000000000011,1162
00000000000000000001,982
00000000000000000100,895
00000000000000000110,238
PreSwap,Norm
25
00000000000000000101,1229
00000000000000000010,911
00000000000000000111,3852
00000000000000000000,466
00000000000000000011,418
00000000000000000001,869
00000000000000000100,143
00000000000000000110,304
Qiskit,Craig
41
00000000000000000101,1610
00000000000000000010,316
00000000000000000111,2630
00000000000000000000,476
00000000000000000011,590
00000000000000000001,874
00000000000000000100,1110
00000000000000000110,586
Qiskit,Norm
39
00000000000000000101,529
00000000000000000010,905
00000000000000000111,3325
00000000000000000000,243
00000000000000000011,1704
00000000000000000001,955
00000000000000000100,144
00000000000000000110,387
15,4,11,
7
PreSwap,Craig
23
00000000000000000101,376
00000000000000000010,366
00000000000000000111,4162
00000000000000000000,390
00000000000000000011,325
00000000000000000001,715
00000000000000000100,578
00000000000000000110,1280
PreSwap,Norm
24
00000000000000000101,315
00000000000000000010,538
00000000000000000111,4249
00000000000000000000,348
00000000000000000011,426
00000000000000000001,746
00000000000000000100,172
00000000000000000110,1398
Qiskit,Craig
38
00000000000000000101,1334
00000000000000000010,372
00000000000000000111,2922
00000000000000000000,518
00000000000000000011,902
00000000000000000001,1099
00000000000000000100,481
00000000000000000110,564
Qiskit,Norm
40
00000000000000000101,459
00000000000000000010,841
00000000000000000111,3314
00000000000000000000,280
00000000000000000011,1605
00000000000000000001,1022
00000000000000000100,164
00000000000000000110,507
8,10,6,
4
PreSwap,Craig
14
00000000000000000101,607
00000000000000000010,200
00000000000000000111,4983
00000000000000000000,214
00000000000000000011,511
00000000000000000001,672
00000000000000000100,583
00000000000000000110,422
PreSwap,Norm
15
00000000000000000101,635
00000000000000000010,566
00000000000000000111,4385
00000000000000000000,162
00000000000000000011,1194
00000000000000000001,696
00000000000000000100,112
00000000000000000110,442
Qiskit,Craig
23
00000000000000000101,934
00000000000000000010,486
00000000000000000111,3109
00000000000000000000,472
00000000000000000011,1328
00000000000000000001,875
00000000000000000100,588
00000000000000000110,400
Qiskit,Norm
21
00000000000000000101,499
00000000000000000010,559
00000000000000000111,4517
00000000000000000000,222
00000000000000000011,954
00000000000000000001,824
00000000000000000100,101
00000000000000000110,516
10,5,16,
3
PreSwap,Craig
11
00000000000000000101,1334
00000000000000000010,342
00000000000000000111,4185
00000000000000000000,344
00000000000000000011,564
00000000000000000001,422
00000000000000000100,404
00000000000000000110,597
PreSwap,Norm
15
00000000000000000101,563
00000000000000000010,680
00000000000000000111,4068
00000000000000000000,199
00000000000000000011,675
00000000000000000001,327
00000000000000000100,310
00000000000000000110,1370
Qiskit,Craig
14
00000000000000000101,333
00000000000000000010,885
00000000000000000111,3638
00000000000000000000,254
00000000000000000011,1340
00000000000000000001,256
00000000000000000100,417
00000000000000000110,1069
Qiskit,Norm
22
00000000000000000101,427
00000000000000000010,982
00000000000000000111,3215
00000000000000000000,626
00000000000000000011,736
00000000000000000001,587
00000000000000000100,423
00000000000000000110,1196
5,1,9,
6
PreSwap,Craig
20
00000000000000000101,360
00000000000000000010,431
00000000000000000111,5360
00000000000000000000,147
00000000000000000011,344
00000000000000000001,165
00000000000000000100,236
00000000000000000110,1149
PreSwap,Norm
30
00000000000000000101,410
00000000000000000010,477
00000000000000000111,4899
00000000000000000000,156
00000000000000000011,1092
00000000000000000001,589
00000000000000000100,80
00000000000000000110,489
Qiskit,Craig
26
00000000000000000101,563
00000000000000000010,420
00000000000000000111,4769
00000000000000000000,171
00000000000000000011,298
00000000000000000001,189
00000000000000000100,535
00000000000000000110,1247
Qiskit,Norm
28
00000000000000000101,1054
00000000000000000010,230
00000000000000000111,3788
00000000000000000000,147
00000000000000000011,1299
00000000000000000001,1215
00000000000000000100,154
00000000000000000110,305
11,15,8,
5
PreSwap,Craig
17
00000000000000000101,291
00000000000000000010,787
00000000000000000111,4034
00000000000000000000,191
00000000000000000011,1353
00000000000000000001,191
00000000000000000100,197
00000000000000000110,1148
PreSwap,Norm
21
00000000000000000101,477
00000000000000000010,388
00000000000000000111,4207
00000000000000000000,123
00000000000000000011,1862
00000000000000000001,751
00000000000000000100,53
00000000000000000110,331
Qiskit,Craig
26
00000000000000000101,380
00000000000000000010,639
00000000000000000111,4163
00000000000000000000,306
00000000000000000011,613
00000000000000000001,297
00000000000000000100,485
00000000000000000110,1309
Qiskit,Norm
22
00000000000000000101,337
00000000000000000010,713
00000000000000000111,4031
00000000000000000000,207
00000000000000000011,1857
00000000000000000001,637
00000000000000000100,83
00000000000000000110,327
9,13,2,
5
PreSwap,Craig
17
00000000000000000101,435
00000000000000000010,1138
00000000000000000111,3733
00000000000000000000,312
00000000000000000011,723
00000000000000000001,277
00000000000000000100,363
00000000000000000110,1211
PreSwap,Norm
24
00000000000000000101,634
00000000000000000010,474
00000000000000000111,3516
00000000000000000000,409
00000000000000000011,926
00000000000000000001,1502
00000000000000000100,182
00000000000000000110,549
Qiskit,Craig
23
00000000000000000101,605
00000000000000000010,1395
00000000000000000111,3142
00000000000000000000,404
00000000000000000011,690
00000000000000000001,343
00000000000000000100,515
00000000000000000110,1098
Qiskit,Norm
24
00000000000000000101,704
00000000000000000010,517
00000000000000000111,3285
00000000000000000000,397
00000000000000000011,1069
00000000000000000001,1439
00000000000000000100,204
00000000000000000110,577
4,9,1,
4
PreSwap,Craig
14
00000000000000000101,383
00000000000000000010,396
00000000000000000111,4121
00000000000000000000,263
00000000000000000011,512
00000000000000000001,303
00000000000000000100,314
00000000000000000110,1900
PreSwap,Norm
21
00000000000000000101,698
00000000000000000010,441
00000000000000000111,4309
00000000000000000000,196
00000000000000000011,1241
00000000000000000001,618
00000000000000000100,127
00000000000000000110,562
Qiskit,Craig
17
00000000000000000101,409
00000000000000000010,772
00000000000000000111,3894
00000000000000000000,255
00000000000000000011,600
00000000000000000001,267
00000000000000000100,424
00000000000000000110,1571
Qiskit,Norm
24
00000000000000000101,501
00000000000000000010,824
00000000000000000111,3490
00000000000000000000,297
00000000000000000011,1438
00000000000000000001,736
00000000000000000100,168
00000000000000000110,738
10,11,0,
3
PreSwap,Craig
11
00000000000000000101,1297
00000000000000000010,225
00000000000000000111,4422
00000000000000000000,247
00000000000000000011,428
00000000000000000001,338
00000000000000000100,466
00000000000000000110,769
PreSwap,Norm
15
00000000000000000101,1336
00000000000000000010,468
00000000000000000111,4145
00000000000000000000,184
00000000000000000011,864
00000000000000000001,460
00000000000000000100,218
00000000000000000110,517
Qiskit,Craig
11
00000000000000000101,1252
00000000000000000010,226
00000000000000000111,4501
00000000000000000000,267
00000000000000000011,421
00000000000000000001,330
00000000000000000100,440
00000000000000000110,755
Qiskit,Norm
21
00000000000000000101,1032
00000000000000000010,481
00000000000000000111,3385
00000000000000000000,642
00000000000000000011,960
00000000000000000001,716
00000000000000000100,480
00000000000000000110,496
11,10,8,
4
PreSwap,Craig
14
00000000000000000101,293
00000000000000000010,595
00000000000000000111,4205
00000000000000000000,181
00000000000000000011,1270
00000000000000000001,204
00000000000000000100,181
00000000000000000110,1263
PreSwap,Norm
16
00000000000000000101,1322
00000000000000000010,289
00000000000000000111,4503
00000000000000000000,136
00000000000000000011,846
00000000000000000001,612
00000000000000000100,136
00000000000000000110,348
Qiskit,Craig
20
00000000000000000101,470
00000000000000000010,587
00000000000000000111,3935
00000000000000000000,249
00000000000000000011,1278
00000000000000000001,253
00000000000000000100,451
00000000000000000110,969
Qiskit,Norm
28
00000000000000000101,365
00000000000000000010,1002
00000000000000000111,3754
00000000000000000000,282
00000000000000000011,1214
00000000000000000001,703
00000000000000000100,156
00000000000000000110,716
18,13,6,
6
PreSwap,Craig
20
00000000000000000101,940
00000000000000000010,494
00000000000000000111,4229
00000000000000000000,228
00000000000000000011,887
00000000000000000001,656
00000000000000000100,299
00000000000000000110,459
PreSwap,Norm
22
00000000000000000101,559
00000000000000000010,738
00000000000000000111,4019
00000000000000000000,175
00000000000000000011,1294
00000000000000000001,506
00000000000000000100,223
00000000000000000110,678
Qiskit,Craig
32
00000000000000000101,1202
00000000000000000010,699
00000000000000000111,1800
00000000000000000000,710
00000000000000000011,1380
00000000000000000001,1083
00000000000000000100,678
00000000000000000110,640
Qiskit,Norm
36
00000000000000000101,632
00000000000000000010,612
00000000000000000111,2902
00000000000000000000,170
00000000000000000011,2209
00000000000000000001,929
00000000000000000100,160
00000000000000000110,578
6,1,0,
3
PreSwap,Craig
11
00000000000000000101,494
00000000000000000010,203
00000000000000000111,5730
00000000000000000000,163
00000000000000000011,438
00000000000000000001,376
00000000000000000100,386
00000000000000000110,402
PreSwap,Norm
12
00000000000000000101,566
00000000000000000010,389
00000000000000000111,5791
00000000000000000000,107
00000000000000000011,529
00000000000000000001,456
00000000000000000100,67
00000000000000000110,287
Qiskit,Craig
11
00000000000000000101,478
00000000000000000010,195
00000000000000000111,5696
00000000000000000000,182
00000000000000000011,459
00000000000000000001,408
00000000000000000100,370
00000000000000000110,404
Qiskit,Norm
15
00000000000000000101,382
00000000000000000010,258
00000000000000000111,5712
00000000000000000000,60
00000000000000000011,646
00000000000000000001,578
00000000000000000100,65
00000000000000000110,491
3,15,7,
8
PreSwap,Craig
26
00000000000000000101,561
00000000000000000010,248
00000000000000000111,4433
00000000000000000000,321
00000000000000000011,427
00000000000000000001,1002
00000000000000000100,796
00000000000000000110,404
PreSwap,Norm
27
00000000000000000101,452
00000000000000000010,775
00000000000000000111,4423
00000000000000000000,280
00000000000000000011,600
00000000000000000001,1066
00000000000000000100,111
00000000000000000110,485
Qiskit,Craig
47
00000000000000000101,1550
00000000000000000010,385
00000000000000000111,2761
00000000000000000000,455
00000000000000000011,910
00000000000000000001,841
00000000000000000100,784
00000000000000000110,506
Qiskit,Norm
40
00000000000000000101,1060
00000000000000000010,718
00000000000000000111,2085
00000000000000000000,471
00000000000000000011,1532
00000000000000000001,1048
00000000000000000100,460
00000000000000000110,818
18,4,17,
5
PreSwap,Craig
17
00000000000000000101,787
00000000000000000010,748
00000000000000000111,3653
00000000000000000000,410
00000000000000000011,675
00000000000000000001,376
00000000000000000100,506
00000000000000000110,1037
PreSwap,Norm
25
00000000000000000101,694
00000000000000000010,762
00000000000000000111,3157
00000000000000000000,443
00000000000000000011,930
00000000000000000001,990
00000000000000000100,295
00000000000000000110,921
Qiskit,Craig
23
00000000000000000101,788
00000000000000000010,653
00000000000000000111,1363
00000000000000000000,444
00000000000000000011,627
00000000000000000001,438
00000000000000000100,1014
00000000000000000110,2865
Qiskit,Norm
24
00000000000000000101,553
00000000000000000010,1037
00000000000000000111,3326
00000000000000000000,266
00000000000000000011,1539
00000000000000000001,574
00000000000000000100,181
00000000000000000110,716
13,10,1,
6
PreSwap,Craig
20
00000000000000000101,1654
00000000000000000010,482
00000000000000000111,3600
00000000000000000000,315
00000000000000000011,716
00000000000000000001,733
00000000000000000100,347
00000000000000000110,345
PreSwap,Norm
27
00000000000000000101,382
00000000000000000010,929
00000000000000000111,3865
00000000000000000000,392
00000000000000000011,778
00000000000000000001,412
00000000000000000100,279
00000000000000000110,1155
Qiskit,Craig
35
00000000000000000101,595
00000000000000000010,632
00000000000000000111,3281
00000000000000000000,415
00000000000000000011,1872
00000000000000000001,799
00000000000000000100,218
00000000000000000110,380
Qiskit,Norm
30
00000000000000000101,679
00000000000000000010,535
00000000000000000111,4736
00000000000000000000,157
00000000000000000011,924
00000000000000000001,661
00000000000000000100,105
00000000000000000110,395
11,7,9,
4
PreSwap,Craig
14
00000000000000000101,451
00000000000000000010,311
00000000000000000111,5773
00000000000000000000,167
00000000000000000011,797
00000000000000000001,279
00000000000000000100,149
00000000000000000110,265
PreSwap,Norm
18
00000000000000000101,624
00000000000000000010,385
00000000000000000111,5308
00000000000000000000,95
00000000000000000011,890
00000000000000000001,412
00000000000000000100,78
00000000000000000110,400
Qiskit,Craig
23
00000000000000000101,336
00000000000000000010,551
00000000000000000111,3077
00000000000000000000,296
00000000000000000011,2538
00000000000000000001,705
00000000000000000100,311
00000000000000000110,378
Qiskit,Norm
27
00000000000000000101,603
00000000000000000010,419
00000000000000000111,3645
00000000000000000000,185
00000000000000000011,1547
00000000000000000001,1073
00000000000000000100,196
00000000000000000110,524
16,1,8,
10
PreSwap,Craig
29
00000000000000000101,415
00000000000000000010,343
00000000000000000111,4559
00000000000000000000,207
00000000000000000011,460
00000000000000000001,137
00000000000000000100,1013
00000000000000000110,1058
PreSwap,Norm
33
00000000000000000101,428
00000000000000000010,1138
00000000000000000111,4402
